"2016-07-05 01:43:51","#lalinMGL 01:43 InfoMudik Magelang-Yogya terpantau sepi lancar @ganjarpranowo https://t.co/vaCBfyvUSD via @hubkominfojtg","new"
"2016-07-05 02:10:12","Tol Cipali ke arah Pejagan, Yogyakarta masih terpantau padat macet hingga saat ini, sedangkan ke arah Brebes, Puwokerto lancar.","new"
"2016-07-05 02:16:03","RT @kabarMGL: #lalinMGL 01:43 InfoMudik Magelang-Yogya terpantau sepi lancar @ganjarpranowo https://t.co/vaCBfyvUSD via @hubkominfojtg","retweet"
"2016-07-05 02:27:14","Macet Brebes Mencair Berimbas ke Kartasura: Jika arus padat dari arah Jogjakarta, akan dialihkan di Simpang i... https://t.co/2jG6SMp1Cy","new"
"2016-07-05 02:27:15","Macet Brebes Mencair Berimbas ke Kartasura: Jika arus padat dari arah Jogjakarta, akan dialihkan di Simpang i... https://t.co/4fyOOmYBqy","retweet"
"2016-07-05 02:32:50","@lewatmana @angkut_bogor jkt brebes -jkt nagrek macet parah,bumiayu yogya lancar habissss.....","new"
"2016-07-05 02:37:22","RT @infojogjakarta: Macet Brebes Mencair Berimbas ke Kartasura: Jika arus padat dari arah Jogjakarta, akan dialihkan di Simpang i... https:…","retweet"
"2016-07-05 02:51:17","@RadioElshinta @infomudikllaj 21.30 dari Yogya, 02.45 masuk tol Jombang. Lalin ramai lancar kec 80 kmj. extra hati2 dgn Bis AKAP yg ngebut","new"
"2016-07-05 03:50:42","pkl 1:30 berangkat bekasi timur, 3:40 kena macet di limbangan jalur selatan. tujuan yogya. ada info jalur yg lancar ?  @lewatmana","new"
"2016-07-05 04:05:04","RT @JogjaUpdate: #jogja | 22.10 ada yang diduga bunuh diri di jembatan timur tugu, ambulan dan pihak berwajib sudah di tkp, lalin macet","retweet"
"2016-07-05 05:44:03","RT @tribunjogja: 14.26 WIB kondisi lalin simpang Demakijo terpantau lancar | via @ATCS_DIY https://t.co/zjECuBIz1H","retweet"
"2016-07-05 06:32:58","Pemudik yg akan ke Purwokerto dan Jogja bisa melalui jalur selatan via nagrek, arus lalin lebih lancar. #InfoMudik","new"
"2016-07-05 06:34:33","#CelotehJKT : Pemudik yg akan ke Purwokerto dan Jogja bisa melalui jalur selatan via nagrek, arus lalin lebih lancar. #InfoMudik","retweet"
"2016-07-05 06:36:57","RT @RadioElshinta: Pemudik yg akan ke Purwokerto dan Jogja bisa melalui jalur selatan via nagrek, arus lalin lebih lancar. #InfoMudik","retweet"
"2016-07-05 06:39:45","#Lalin Pemudik yg akan ke Purwokerto dan Jogja bisa melalui jalur selatan via nagrek, arus lalin lebih lancar. #InfoMudik","retweet"
"2016-07-05 06:40:32","06.39 WIB kondisi lalu lintas di simpang 3 Bandara terpantau lancar dari semua arah. Tetap paruhi rambu dan marka. https://t.co/zdoYSRxXFK","new"
"2016-07-05 06:41:27","ATCS_DIY : 06.39 WIB kondisi lalu lintas di simpang 3 Bandara terpantau lancar dari semua … https://t.co/t41vJwnfnN) https://t.co/tFURO4QrPw","retweet"
"2016-07-05 06:41:52","06.41 WIB kondisi lalu lintas di simpang maguwo terpantau lancar dari semua arah https://t.co/Jm9DqByYxK","new"
"2016-07-05 06:43:27","06.42 WIB  lalu lintas di jalan Solo-Yogya (sekitar simpang babarsari) terpantau lengang dari dan ke semua arah https://t.co/kCCYoB4hVs","new"
"2016-07-05 06:44:34","06.44 WIB kondisi lalu lintas di sekitar simpang UIN terpantau lancar dari semua arah https://t.co/lRVMCwl6IR","new"
"2016-07-05 06:46:16","06.46 WIB kondisi lalu lintas di simpang demangan terpantau lancar dari dan ke semua arah https://t.co/RPF5QbpQ55","new"
"2016-07-05 06:47:26","06.46 WIB kondisi lalu lintas di simpang galeria terpantau lancar https://t.co/yl01IEsFIZ","new"
"2016-07-05 06:47:53","06.46 WIB kondisi lalu lintas di simpang demangan terpantau lancar dari dan ke semua arah https://t.co/CdK5bWB2jI l @ATCS_DIY","retweet"
"2016-07-05 06:48:44","06.48 WIB kondisi lalu lintas di sekitar simpang patran terpantau lancar dari semua arah https://t.co/DA82bmmwbH","new"
"2016-07-05 06:49:56","06.49 WIB kondisi lalu lintas di simpaang ketandan terpantau lancar dari semua arah https://t.co/1X85BCbqK4","new"
"2016-07-05 06:51:07","RT @ATCS_DIY: 06.42 WIB  lalu lintas di jalan Solo-Yogya (sekitar simpang babarsari) terpantau lengang dari dan ke semua arah https://t.co/…","retweet"
"2016-07-05 06:51:41","06.51 WIB kondisi lalu lintas di simpang prambanan terpantau lancar dari semua arah https://t.co/cTtmGirseo","new"
"2016-07-05 06:52:06","RT @ATCS_DIY: 06.44 WIB kondisi lalu lintas di sekitar simpang UIN terpantau lancar dari semua arah https://t.co/lRVMCwl6IR","retweet"
"2016-07-05 06:52:25","RT @ATCS_DIY: 06.46 WIB kondisi lalu lintas di simpang demangan terpantau lancar dari dan ke semua arah https://t.co/RPF5QbpQ55","retweet"
"2016-07-05 06:52:44","RT @ATCS_DIY: 06.46 WIB kondisi lalu lintas di simpang galeria terpantau lancar https://t.co/yl01IEsFIZ","retweet"
"2016-07-05 06:53:05","RT @ATCS_DIY: 06.48 WIB kondisi lalu lintas di sekitar simpang patran terpantau lancar dari semua arah https://t.co/DA82bmmwbH","retweet"
"2016-07-05 06:53:28","RT @ATCS_DIY: 06.49 WIB kondisi lalu lintas di simpaang ketandan terpantau lancar dari semua arah https://t.co/1X85BCbqK4","retweet"
"2016-07-05 06:53:36","06.52 WIB kondisi lalu lintas di simpang UPN Seturan terpantau lancar dari semua arah https://t.co/Kg0R0BiaaS","new"
"2016-07-05 06:55:01","RT @ATCS_DIY: 06.51 WIB kondisi lalu lintas di simpang prambanan terpantau lancar dari semua arah https://t.co/cTtmGirseo","retweet"
"2016-07-05 06:55:09","RT @ATCS_DIY: 06.52 WIB kondisi lalu lintas di simpang UPN Seturan terpantau lancar dari semua arah https://t.co/Kg0R0BiaaS","retweet"
"2016-07-05 06:55:41","06.55 WIB kondisi lalu lintas di simpang condong catur terpantau lancar dari semua arah https://t.co/ADlWEED8vl","new"
"2016-07-05 06:56:59","06.56 WIB kondisi lalu lintas di simpang kentungan terpantau lancar dari semua arah https://t.co/W7UKLcld03","new"
"2016-07-05 06:59:11","06.58 WIB kondisi lalu lintas di jalan malioboro terpantau lancar https://t.co/IglyvlLzei","new"
"2016-07-05 07:00:40","RT @ATCS_DIY: 06.56 WIB kondisi lalu lintas di simpang kentungan terpantau lancar dari semua arah https://t.co/W7UKLcld03","retweet"
"2016-07-05 07:00:50","RT @ATCS_DIY: 06.58 WIB kondisi lalu lintas di jalan malioboro terpantau lancar https://t.co/IglyvlLzei","retweet"
"2016-07-05 07:01:00","ATCS_DIY : 06.41 WIB kondisi lalu lintas di simpang maguwo terpantau lancar dari semua ara… https://t.co/HKKTXFyyUy) https://t.co/fWOmrr4VUH","retweet"
"2016-07-05 07:01:07","ATCS_DIY : 06.42 WIB  lalu lintas di jalan Solo-Yogya (sekitar simpang babarsari) terpanta… https://t.co/8UHotGA1Yv) https://t.co/K1whbRFWUq","retweet"
"2016-07-05 07:01:15","ATCS_DIY : 06.44 WIB kondisi lalu lintas di sekitar simpang UIN terpantau lancar dari semu… https://t.co/D1lxAVGJk0) https://t.co/0KJQPKmugf","retweet"
"2016-07-05 07:01:22","ATCS_DIY : 06.46 WIB kondisi lalu lintas di simpang demangan terpantau lancar dari dan ke … https://t.co/gIyiJZg5KN) https://t.co/WpnBGmmzs9","retweet"
"2016-07-05 07:01:30","ATCS_DIY : 06.46 WIB kondisi lalu lintas di simpang galeria terpantau lancar … https://t.co/Ba9J9ggry9) https://t.co/ocjW75Ls1J","retweet"
"2016-07-05 07:01:38","ATCS_DIY : 06.48 WIB kondisi lalu lintas di sekitar simpang patran terpantau lancar dari s… https://t.co/pG4RjWJ6gx) https://t.co/tzFe7YsU4Y","retweet"
"2016-07-05 07:01:45","ATCS_DIY : 06.49 WIB kondisi lalu lintas di simpaang ketandan terpantau lancar dari semua … https://t.co/0toi8ccAsO) https://t.co/2egqDc9YXw","retweet"
"2016-07-05 07:01:49","07.01 WIB kondisi lalu lintas di sekitar simpang KM.0 terpantau lancar dari semua arah https://t.co/aje4tOgJ7B","new"
"2016-07-05 07:01:53","ATCS_DIY : 06.51 WIB kondisi lalu lintas di simpang prambanan terpantau lancar dari semua … https://t.co/y4OsUv4RVS) https://t.co/wloEZVd7fL","retweet"
"2016-07-05 07:02:01","ATCS_DIY : 06.52 WIB kondisi lalu lintas di simpang UPN Seturan terpantau lancar dari semu… https://t.co/EaCgxDccAz) https://t.co/SLlC3jiyau","retweet"
"2016-07-05 07:02:09","ATCS_DIY : 06.55 WIB kondisi lalu lintas di simpang condong catur terpantau lancar dari se… https://t.co/DKyXcWFUFx) https://t.co/BFP4NgH3Ve","retweet"
"2016-07-05 07:02:18","ATCS_DIY : 06.56 WIB kondisi lalu lintas di simpang kentungan terpantau lancar dari semua … https://t.co/lzlnDQLgF3) https://t.co/WnucuwCbL5","retweet"
"2016-07-05 07:02:25","ATCS_DIY : 06.58 WIB kondisi lalu lintas di jalan malioboro terpantau lancar … https://t.co/JCVsX5QqdF) https://t.co/huaZzLGMuk","retweet"
"2016-07-05 07:02:56","07.02 WIB kondisi lalu lintas di simpang janti terpantau lancar dari semua arah https://t.co/rGxDQ30UIF","new"
"2016-07-05 07:04:06","07.03 WIB kondisi lalu lintas di simpang badran terpantau lancar https://t.co/EryZUQnU4y","new"
"2016-07-05 07:05:58","07.05 WIB kondisi lalu lintas di simpang gondomanan terpantau lancar dari semua arah https://t.co/3Nkib4cVhD","new"
"2016-07-05 07:10:44","RT @ATCS_DIY: 07.05 WIB kondisi lalu lintas di simpang gondomanan terpantau lancar dari semua arah https://t.co/3Nkib4cVhD","retweet"
"2016-07-05 07:11:03","RT @Jogja_Sun: 06.46 WIB kondisi lalu lintas di simpang demangan terpantau lancar dari dan ke semua arah https://t.co/CdK5bWB2jI l @ATCS_DIY","retweet"
"2016-07-05 07:13:00","RT @ATCS_DIY: 07.01 WIB kondisi lalu lintas di sekitar simpang KM.0 terpantau lancar dari semua arah https://t.co/aje4tOgJ7B","retweet"
"2016-07-05 07:17:20","07.10 WIb Arus lalu lintas simpang 4 Tugu pagi ini terpantau lancar dari segala penjuru, cuaca cerah.","new"
"2016-07-05 07:19:56","07.19: RT  @adeIlfauzan: Buat yg msh trjbk macet Pejagan arah Pwkto/Jogja, sebaiknya putar arah exit Tol Ciperna trus lwt Ciamis lancar.","retweet"
"2016-07-05 07:20:28","ATCS_DIY : 07.01 WIB kondisi lalu lintas di sekitar simpang KM.0 terpantau lancar dari sem… https://t.co/VT8WiWVbQY) https://t.co/15LjzpVXnh","retweet"
"2016-07-05 07:20:28","RT @RadioElshinta: 07.19: RT  @adeIlfauzan: Buat yg msh trjbk macet Pejagan arah Pwkto/Jogja, sebaiknya putar arah exit Tol Ciperna trus lw…","retweet"
"2016-07-05 07:20:34","ATCS_DIY : 07.02 WIB kondisi lalu lintas di simpang janti terpantau lancar dari semua arah… https://t.co/fi5v2gPwfK) https://t.co/SrPdeXfeoa","retweet"
"2016-07-05 07:20:38","ATCS_DIY : 07.03 WIB kondisi lalu lintas di simpang badran terpantau lancar … https://t.co/4KOs8CKbHG) https://t.co/BlwZNGQM87","retweet"
"2016-07-05 07:20:42","ATCS_DIY : 07.05 WIB kondisi lalu lintas di simpang gondomanan terpantau lancar dari semua… https://t.co/n9bdXXoJLB) https://t.co/V8ndeW16Bn","retweet"
"2016-07-05 07:22:35","RT @RTMC_Jogja: 07.10 WIb Arus lalu lintas simpang 4 Tugu pagi ini terpantau lancar dari segala penjuru, cuaca cerah.","retweet"
"2016-07-05 07:30:36","#CelotehJKT : 07.19: RT  adeIlfauzan: Buat yg msh trjbk macet Pejagan arah Pwkto/Jogja, sebaiknya putar arah exit Tol Ciperna trus lwt Ciam…","retweet"
