"2016-04-30 08:52:24","ATCS_DIY : 08.41 wib lalin sp kids fun terpantau lancar arah timur dan utara.arah barat ra… https://t.co/OLU15Qb8pK) https://t.co/OJXDDzGWjJ","new"
"2016-04-30 08:52:49","RT @ATCS_DIY: 08.41 wib lalin sp kids fun terpantau lancar arah timur dan utara.arah barat ramai lancar https://t.co/BnjAYuEPZ6","retweet"
"2016-04-30 09:53:11","09.52 wib lalin sp kentungan terpantau ramai lancar arah timur,arah barat dan utara ramai https://t.co/9XCUWVHGOa","new"
"2016-04-30 09:55:44","09.55 wib lalin seputaran sp condongcatur ramai lancar https://t.co/HRwTeIzlyt","new"
"2016-04-30 10:02:48","10.02 wib lalin seputaran sp prambanan lancar https://t.co/YXAiRHwZy6","new"
"2016-04-30 10:03:39","10.03 wib lalin seputaran sp sedayu lancar https://t.co/Bd3Iz7u8V9","new"
"2016-04-30 10:05:13","10.04 wib lalin seputaran sp km 0 lancar https://t.co/m2zkyK4c42","new"
"2016-04-30 10:07:49","ATCS_DIY : 09.52 wib lalin sp kentungan terpantau ramai lancar arah timur,arah barat dan u… https://t.co/KNneReKWG2) https://t.co/LeINLGYQy5","retweet"
"2016-04-30 10:07:51","ATCS_DIY : 09.55 wib lalin seputaran sp condongcatur ramai lancar https://t.co/HbLSam9gyu… https://t.co/7fHReCBcGs) https://t.co/NbAiwiHC7J","retweet"
"2016-04-30 10:07:54","ATCS_DIY : 10.02 wib lalin seputaran sp prambanan lancar https://t.co/AtSAAJxJTJ (via Twi… https://t.co/LXdS3FEOYe) https://t.co/11OAnumsrJ","retweet"
"2016-04-30 10:07:56","ATCS_DIY : 10.03 wib lalin seputaran sp sedayu lancar https://t.co/MlyZ28jaf5 (via Twitter https://t.co/GjoI7TJfbY) https://t.co/nSr7YFyhzB","retweet"
"2016-04-30 10:07:58","ATCS_DIY : 10.04 wib lalin seputaran sp km 0 lancar https://t.co/nf5LOCvfhb (via Twitter https://t.co/0xCribSg2u) https://t.co/RoFxreR8dB","retweet"
"2016-04-30 10:16:57","RT @ATCS_DIY: 10.04 wib lalin seputaran sp km 0 lancar https://t.co/m2zkyK4c42","retweet"
"2016-04-30 10:16:57","RT @ATCS_DIY: 10.02 wib lalin seputaran sp prambanan lancar https://t.co/YXAiRHwZy6","retweet"
"2016-04-30 10:16:57","RT @ATCS_DIY: 10.03 wib lalin seputaran sp sedayu lancar https://t.co/Bd3Iz7u8V9","retweet"
"2016-04-30 10:24:52","10.24 wib lalin sp selokan mataram ramai lancar arah selatan dan utara https://t.co/2KJ110Rl0o","new"
"2016-04-30 10:34:27","RT @ATCS_DIY: 10.24 wib lalin sp selokan mataram ramai lancar arah selatan dan utara https://t.co/2KJ110Rl0o","retweet"
"2016-04-30 10:37:09","ATCS_DIY : 10.24 wib lalin sp selokan mataram ramai lancar arah selatan dan utara … https://t.co/8RsZRt9oty) https://t.co/KMwiH01ggi","retweet"
